apartment,area,floor,lease_mode,orientation,price,quarters,renovation,s
3室2厅1卫,106平米,中层,整租,东南,8200,"锦城花园,越秀,东风东,距1号线杨箕站约364米,东风东路858号",豪华装修,梅花路 东风东路锦城花园 安静小高层三房布局合理 温馨舒适
3室2厅2卫,144平米,高层,整租,东南,8300,"龙湖大厦,越秀,大沙头,距6号线东湖站约157米,东湖西路大沙北路大沙三街2号",精装修,大沙头龙湖大厦 温馨家居房 高层视野开阔 交通生活便利 看房约
3室2厅2卫,112平米,中层,整租,东南,9000,"锦城花园,越秀,东风东,距1号线杨箕站约364米,东风东路858号",豪华装修,锦城花园 一期安静3房 东向望花园 家电齐全 可长租
2室1厅1卫,83平米,高层,整租,西北,7500,"东山锦轩,越秀,东山,距6号线东山口站约81米,农林下路4-6号",豪华装修,东山锦轩 少 有放盘 装修保养靓 电梯高层 采光好 便利
2室2厅1卫,100平米,低层,整租,南北,7999,"颐和雅轩,越秀,小北,距2号线纪念堂站约683米,越秀区应元路洪桂新街1、3、5号",豪华装修,应元路豪华装修电梯大2房1厅带阁楼 采光 通风好 纪念堂地铁
4室2厅3卫,129平米,低层,整租,东南,9900,"新河浦雅居小区,越秀,东山,距1号线东山口站约534米,恤孤院二横路",毛坯,新河浦 近培正 带车位 豪华装修 家停车方便
2室2厅1卫,98平米,中层,整租,南,7800,"东鸣轩,越秀,农讲所,距1号线农讲所站约170米,中山四路199号至231号",简装修,诚信房源 精致大二房 南向 齐全家具拎包入住
2室1厅1卫,65平米,中层,整租,东南,3000,"解放中路小区,越秀,解放北,距1号线公园前站约479米,越秀区解放中路",中装修,公园前地铁 解放中路 大都市 低层简单两房一厅采光好
3室2厅2卫,80平米,低层,整租,东南,5300,"水荫直街小区,越秀,水荫路,距5号线动物园站约545米,水荫路水荫直街",豪华装修,水荫直街 电梯三房带主套 精装修 厅出阳台 位置安静 近
1室1厅1卫,45平米,中层,整租,西南,4000,"富力东山新天地,越秀,五羊新城,距1号线杨箕站约735米,广州大道与中山一路交汇处",精装修,实富力东山新天地温馨一房安静舒适实拍图片
2室1厅1卫,55平米,中层,整租,南北,4000,"竹丝岗大马路小区,越秀,东山,距6号线东山口站约478米,农林下路竹丝岗大马路",精装修,竹丝岗大马路精装修两房近执信南路中山医地铁1号线
1室1厅1卫,45平米,中层,整租,东南,2500,"一德路大院,越秀,解放南,距6号线一德路站约275米,解放南一德路",中装修,一德路 一德路近十三行小区管理一房一厅 采光好
3室1厅1卫,86平米,中层,整租,东南,4500,"金迪大厦,越秀,杨箕,距1号线杨箕站约392米,中山一路杨箕村泰兴直街50号",简装修,金迪大厦 电梯三房 采光良好 价格实惠
3室1厅1卫,123平米,中层,整租,南,6300,"六榕大厦,越秀,西门口,距1号线公园前站约458米,六榕路61号（近广德路）",简装修,六榕大厦 近地鉄公园前站 电梯大三房
2室2厅1卫,65平米,高层,整租,南北,5000,"东环路3号大院,越秀,东风东,距5号线动物园站约338米,东环路3号",精装修,东环路3号大院 电梯三房 干净舒适 近5号线 家电齐全
1室1厅1卫,45平米,低层,整租,东南,2500,"农林上路一横路大院,越秀,东山,距6号线东山口站约141米,农林上路一横路",精装修,农林上一横路 一房一厅 小区管理 精装修 安静 采光好 月租2500
3室2厅2卫,106平米,中层,整租,南北,6800,"锦城花园,越秀,东风东,距1号线杨箕站约364米,东风东路858号",精装修,锦城花园精装南向大3房正望花园泳池拎包入住随时看房
1室0厅1卫,25平米,中层,整租,南北,2000,"兴城大厦,越秀,五羊新城,距5号线五羊邨站约518米,寺右新马路25号",精装修,五羊新城 整租25平精装房 上班族的
3室1厅1卫,60平米,高层,整租,南,4000,"寺贝新街大院,越秀,东山,距1号线东山口站约450米,区东山寺贝新街",简装修,东山寺贝新街 舒适三房 通风采光好 交通便利
2室1厅1卫,127平米,低层,整租,东,6200,"龙湖大厦,越秀,大沙头,距6号线东湖站约157米,东湖西路大沙北路大沙三街2号",精装修,龙湖大厦 电梯两房127方东向厅出阳台 家电家私齐全望东湖
2室2厅1卫,88平米,中层,整租,南,6000,"锦城花园,越秀,东风东,距1号线杨箕站约364米,东风东路858号",精装修,锦城花园 小高层 南向 安静 两房 随时约看
1室0厅1卫,35平米,中层,整租,南,3500,"好世界公寓,越秀,建设路,距5号线淘金站约341米,越秀区建设五马路29号至30号",精装修,好世界精装大单间 环境安静采光好 交通方便 有阳台
3室2厅1卫,80平米,低层,整租,南北,5500,"福今路小区,越秀,东风东,距1号线杨箕站约671米,东风东路福今路",精装修,福今路小区 大院管理 80平三房 住家装修楼层低 拎包入住
3室2厅1卫,92平米,中层,整租,南,6000,"华景大厦,越秀,五羊新城,距5号线五羊邨站约51米,广州大道中229号",精装修,五羊新城 华景大厦 装修配套干净 通风采光好 配套齐全
1室1厅1卫,45平米,低层,整租,东,4500,"中山六路小区,越秀,西门口,距1号线西门口站约243米,中山六路玛瑙巷",精装修,西门口全新精装修 电梯共寓 宜商宜居 可领牌照 东向有大阳台
3室2厅2卫,144平米,中层,整租,东南,9000,"东湖御苑,越秀,大沙头,距6号线东湖站约417米,东湖路永胜上沙1号",精装修,大沙头东湖御苑 高层三房东南向望东湖公园小蛮腰 安静舒适 约
1室1厅1卫,45平米,中层,整租,东西,2300,"洪桥街社区,越秀,小北,距2号线纪念堂站约746米,小北路洪桥街",中装修,应元路洪桥街全新一房一厅 家电齐全 拎包入住 租到即到
1室1厅1卫,47平米,中层,整租,南,4500,"富力东堤湾,越秀,杨箕,距1号线杨箕站约255米,中山一路金羊三街",精装修,富力东堤湾 精装一房 安静舒适 家私家电齐全拎包入住
2室2厅1卫,70平米,中层,整租,南北,4300,"东华西路小区,越秀,东川路,距1号线烈士陵园站约632米,东华西路",精装修,中华广场板块 东华西路精装修5楼2房1厅 家私家电齐全 拎包入住
1室1厅1卫,60平米,中层,整租,东,4500,"东鸣轩,越秀,农讲所,距1号线农讲所站约170米,中山四路199号至231号",简装修,农讲所地铁一号线 电梯1房
1室1厅1卫,28平米,高层,整租,东,2000,"建设二马路小区,越秀,建设路,距5号线淘金站约544米,越秀区建设二马路",精装修,建设二马路 中环广场附近单间 新装修 长租短租都可以
1室1厅1卫,45平米,低层,整租,南,5000,"解放大厦(越秀/解放南),解放南路151号",豪华装修,双地铁  签半年减免一个月 解放大厦 45平米1室1厅1卫
2室1厅1卫,66平米,低层,整租,西南,5500,"东风广场三期,越秀,东风东,距5号线动物园站约411米,东风东路787号",简装修,东风广场 精装两房出租 小区管理 望花园 交通便利
2室1厅1卫,67平米,高层,整租,南北,3500,"东湖新村,越秀,大沙头,距6号线东湖站约325米,东湖西路1号至9号",简装修,东湖新村2室1厅1卫
2室2厅1卫,76平米,中层,整租,东北,4500,"华侨乐园,越秀,淘金,距5号线淘金站约753米,淘金北路正平南街5号",简装修,华侨乐园 电梯中层 交通便利 位置安静 户型舒适 来电即看
1室1厅1卫,43平米,中层,整租,南,3600,"东方广场,越秀,环市东,距5号线区庄站约234米,越秀区犀牛路38号至44号",中装修,东方广场电梯一房一厅 家电全齐方便 小区管理
2室1厅1卫,75平米,中层,整租,南北,3500,"山河后街小区,越秀,东山,距1号线东山口站约766米,东山山河后街",精装修,东山口山河后街小区 环境清幽 新装修家私家电齐全
1室0厅1卫,50平米,中层,整租,西南,6500,"富力东山新天地,越秀,五羊新城,距1号线杨箕站约735米,广州大道与中山一路交汇处",豪华装修,富力东山新天地 整租 1室0厅1卫 50平米(个人)
2室2厅1卫,60平米,中层,整租,西南,3200,"万福路小区,越秀,北京路,距6号线北京路站约482米,文德路与万福路交汇",精装修,万福路小区 中楼层精装两房 家私电器齐全 可拎包入住
2室1厅1卫,67平米,中层,整租,西南,5300,"富力东堤湾,越秀,杨箕,距1号线杨箕站约255米,中山一路金羊三街",简装修,东堤湾 实用精装两房
3室1厅1卫,90平米,高层,整租,南,5500,"金羊花园,越秀,杨箕,距1号线杨箕站约178米,越秀中山一路49号",简装修,金羊花园 金羊花园栋5座 格局方正 交通方便
2室2厅1卫,70平米,低层,整租,西南,4500,"黄华路党校大院,越秀,建设路,距1号线农讲所站约745米,东风东黄华路4号",精装修,党校大院低层精装两房4500元！
1室1厅1卫,35平米,高层,整租,南,2300,"东风西路小区,越秀,农讲所,距1号线陈家祠站约879米,越秀东风西路",精装修,东风西路中高层精装一房一厅带大阳台
1室1厅1卫,40平米,中层,整租,南,2300,"东川路大院,越秀,东川路,距1号线烈士陵园站约300米,越秀区东川路",精装修,烈士陵园旁精致一房温馨舒适业主急租
4室2厅2卫,200平米,中层,整租,南,18000,"越秀汉苑,越秀,五羊新城,距5号线五羊邨站约748米,五羊新城明月一路59号",豪华装修,珠江新城一线江景豪宅出租 俯瞰二沙岛精装木地板房源
3室2厅2卫,108平米,高层,整租,南,5000,"梅花村小区,越秀,杨箕,距1号线杨箕站约373米,中山一路梅花村路",精装修,梅花村小区杨箕旁精装三房出租近育才铁一家电齐全
1室0厅1卫,52平米,中层,整租,东,3800,"东山铭泰公馆,越秀,东山,距6号线东山口站约17米,越秀区中山一路106号",精装修,东山口 单间 交通方便配套完善 近
2室2厅1卫,55平米,中层,整租,西南,4300,"明达大厦,越秀,小北,距2号线纪念堂站约698米,广州市越秀应元路46号",中装修,应元路 明达大厦 电梯两房 西南向 精装修 通风采光好
2室1厅1卫,50平米,低层,整租,南,2500,"盘福路机关大院宿舍,越秀,盘福路,距2号线纪念堂站约479米,解放北盘福路24号",简装修,盘福路低层两房 大院管理
2室2厅1卫,65平米,低层,整租,南,3800,"启明社区,越秀,东山,距1号线东山口站约468米,广州市越秀区启明二马路",精装修,近公园 光线好 楼层不高 启明路2室2厅1卫
1室1厅1卫,40平米,中层,整租,南,2500,"牛乳基小区,越秀,东川路,距1号线烈士陵园站约408米,东华东路东川路",精装修,烈士陵园旁 精装一房 环境好 通风采光好 拎包入住
1室1厅1卫,40平米,低层,整租,南,2800,"保利麓苑,越秀,环市东,距5号线淘金站约627米,麓湖路麓苑路33号",精装修,，保利麓苑电梯，装修精美。
2室1厅1卫,85平米,中层,整租,东南,6000,"东鸣轩,越秀,农讲所,距1号线农讲所站约170米,中山四路199号至231号",豪华装修,农讲所东鸣轩二房一厅
2室2厅1卫,90平米,低层,整租,南,7000,"颐景轩,越秀,五羊新城,距5号线五羊邨站约746米,五羊新城明月一路17至19号",精装修,颐景轩 南向通风采光好，精致装修，家里舒适，适合一家人住。
3室2厅1卫,90平米,高层,整租,暂无,6000,"福今路小区,越秀,东风东,距1号线杨箕站约671米,东风东路福今路",精装修,福今路大院 电梯三房 安静 家电齐全 看房方便 南北对流
4室2厅2卫,185平米,中层,整租,南,11000,"东山一品,越秀,水荫路,距5号线动物园站约646米,水荫路69号",精装修,东山一品 温馨四房 正规朝南精装修
3室1厅1卫,88平米,中层,整租,南北,4900,"小东园小区,越秀,东山,距1号线东山口站约64米,东湖街中山一路南小东园社区",中装修,东山口小区中层三房一厅家私电器全齐
2室2厅1卫,64平米,中层,整租,南,3500,"黄华路大院,越秀,环市东,距5号线小北站约581米,越秀区环市东黄华路",简装修,黄华路大院楼梯中层近广大两房出租
1室0厅1卫,30平米,高层,整租,西,2700,"锦桦荟,越秀,东川路,距1号线东山口站约573米,越秀区东华东路353号",精装修,东川路附近电梯单身 单间 齐全 近市场 地铁 医
1室0厅1卫,34平米,中层,整租,西,3100,"东方广场,越秀,环市东,距5号线区庄站约234米,越秀区犀牛路38号至44号",中装修,"环市东路 东方广场电梯房 区庄双5,6号线 家电齐全 温馨舒适"
1室1厅1卫,47平米,高层,整租,南,2500,"百灵路小区,越秀,解放北,距2号线纪念堂站约374米,越秀区百灵路",中装修,知用旁，家私电器齐全，拎包入住，低层三楼，干净整洁，随约
2室2厅1卫,102平米,高层,整租,东南,7500,"上誉花园,越秀,环市东,距5号线动物园站约600米,天河路45号之九到之二十五",精装修,君汇世家102平两房保养好近东风东近
1室1厅1卫,44平米,中层,整租,南,4000,"文德广场,越秀,北京路,距6号线北京路站约443米,文德南路52-98号",简装修,文德广场 文兴阁 电梯标准两房 间隔方正 生活便利 近团一大广场
2室1厅1卫,102平米,高层,整租,南,4500,"房建大厦,越秀,西门口,距1号线西门口站约389米,海珠中路206号",简装修,房建大厦 西门口地鉄500米 电梯实用大两房
3室2厅2卫,171平米,中层,整租,北,8500,"麓湖大厦,越秀,小北,距5号线小北站约686米,麓景路128号",精装修,实景房源 有锁匙即看 景观 整个麓湖公/园尽收眼底！
3室1厅1卫,89平米,高层,整租,南北,5800,"中航大院,越秀,东山,距6号线东山口站约483米,东山竹丝岗二马路",精装修,竹丝岗二马路中航大院靓房出租 三房一厅家私电器齐全
1室1厅1卫,30平米,低层,整租,东南,2800,"中山三路葵树庙,越秀,东川路,距1号线烈士陵园站约546米,中山三路葵树庙",精装修,实拍 中华广场附近低层精装修一房一厅家私家电齐全看房方便
2室1厅1卫,45平米,高层,整租,南,2300,"白云路小区,越秀,东川路,距6号线团一大广场站约342米,白云路中段34号",中装修,白云路低价两房，光线好，交通便利，
1室0厅1卫,50平米,中层,整租,南,4500,"中环广场,越秀,环市东,距5号线淘金站约542米,越秀区建设中马路2号",豪华装修,保利中环 住宅小区 生活便利 装修精致温馨
2室2厅1卫,80平米,高层,整租,南,4500,"麓景雅苑,越秀,小北,距5号线小北站约471米,内环路麓景路14号",精装修,麓景路大型小区管理，少有放租房源！位置好交通生活都便捷
2室1厅1卫,60平米,高层,整租,东南,3800,"执信南路小区,越秀,东山,距6号线东山口站约621米,越秀区执信南路",中装修,东山口 执信南路 二房一厅 精装修 家电齐全 采光好 交通便利
2室1厅1卫,80平米,高层,整租,南,3500,"淘金路小区,越秀,淘金,距5号线淘金站约427米,淘金路与淘金北路交界处",精装修,淘金路 电梯两房 家私齐全 环境安静采光好 有钥匙
1室1厅1卫,40平米,低层,整租,东南,4500,"富力东山新天地,越秀,五羊新城,距1号线杨箕站约735米,广州大道与中山一路交汇处",精装修,富力东山新天地 南向采光好 一房一厅 家私电器全齐
3室1厅1卫,70平米,高层,整租,南,3500,"丛桂坊,越秀,五羊新城,距1号线东山口站约728米,达道路4号（八一实验学校附近）",简装修,丛桂坊 3室1厅1卫
2室2厅1卫,92平米,高层,整租,南,4200,"东兴小区,越秀,五羊新城,距5号线五羊邨站约384米,东兴北路1号至102号",精装修,眞实 五羊新城 东兴小区 两房 地铁 安静舒服 通风采光好
3室2厅1卫,100平米,中层,整租,南,6000,"中山三路葵树庙,越秀,东川路,距1号线烈士陵园站约546米,中山三路葵树庙",精装修,中华广场 地铁1号线 电梯三房 社区管理 安静安全
2室1厅1卫,60平米,高层,整租,南,3600,"东川路大院,越秀,东川路,距1号线烈士陵园站约300米,越秀区东川路",简装修,东川路 全明两房 地铁三到 西南北向
3室2厅1卫,104平米,低层,整租,东南,7000,"东湖豪苑,越秀,大沙头,距6号线东湖站约546米,东湖路33号",简装修,东湖豪苑 电梯三房带阳台 简单装修 东南向 有钥匙 随时看房
2室1厅1卫,40平米,高层,整租,南,4200,"御东和府,越秀,东山,距5号线区庄站约550米,越秀区农林下路35号至39号",精装修,御东和府 区庄地铁口旁 环境优美 随时带看 可长租可短租
1室1厅1卫,35平米,中层,整租,东南,3500,"东方广场,越秀,环市东,距5号线区庄站约234米,越秀区犀牛路38号至44号",中装修,东方广场 电梯一房 小区管理 安静不吵 随时可看
1室1厅1卫,49平米,高层,整租,南,5300,"东鸣轩,越秀,农讲所,距1号线农讲所站约170米,中山四路199号至231号",精装修,东鸣轩 中山四路 精装三房 近农讲所地鉄站 全明屋 采光通风一流
3室1厅1卫,92平米,中层,整租,南,8500,"富力东山新天地,越秀,五羊新城,距1号线杨箕站约735米,广州大道与中山一路交汇处",精装修,户型 在租的高厅3居 别再为租房而烦恼了 来电！！
2室1厅1卫,67平米,中层,整租,南北,2800,"恒福路小区,越秀,淘金,距5号线淘金站约71米,恒福路近横枝岗路",精装修,恒福路低楼层2房一厅 大院管理环境优雅 配套齐全采光好随时看房
3室2厅2卫,118平米,中层,整租,东南,5500,"富宏花园,越秀,小北,距2号线纪念堂站约738米,应元路78号、80号",精装修,富宏花园电梯实用三房二厅二卫诚租
2室2厅1卫,60平米,高层,整租,东南,3800,"环市中路小区,越秀,小北,距5号线小北站约22米,环市中路近麓湖路",简装修,环市路 高层两房 户型舒适 装修新净 来电即看
3室2厅2卫,128平米,高层,整租,南北,8800,"富力东堤湾,越秀,杨箕,距1号线杨箕站约255米,中山一路金羊三街",精装修,年轻时尚 观景房 落地大飘窗 采光视野一流
2室2厅1卫,95平米,高层,整租,南,10000,"越秀保利中环广场,越秀,环市东,距5号线淘金站约542米,越秀区建设中马路2号",精装修,实景房源 有匙随时可看 高层南向景观无遮挡 这价钱带一个车位
2室1厅1卫,86平米,低层,整租,南,6500,"北京路五号公馆,越秀,北京路,距6号线北京路站约355米,北京路5号",简装修,北京路五号宫馆 电梯中高层 二房一厅 业主放租
3室1厅1卫,69平米,中层,整租,南,6800,"山河东街小区,越秀,东山,距1号线东山口站约906米,达道西路山河东街",毛坯,全新装修，全新家电，入住方便，，可以体验书香环境，
2室1厅1卫,86平米,中层,整租,东北,3800,"建设新村,越秀,建设路,距5号线淘金站约482米,建设二马路13号",精装修,新村市场旁 精装两房一厅 带全新家私家电 随时入住
1室1厅1卫,40平米,低层,整租,东北,3800,"明达大厦,越秀,小北,距2号线纪念堂站约698米,广州市越秀应元路46号",中装修,平价出租 电梯一房 方正实用
1室1厅1卫,52平米,中层,整租,南,5500,"东风广场,越秀,东风东,距5号线动物园站约351米,东风东路787号",豪华装修,实拍图 东风广场至新五期一房 品牌家电 好管理 合适的您
2室0厅1卫,44平米,低层,整租,南,2930,"海月街小区,越秀,东川路,距6号线团一大广场站约307米,东华西路海月街",精装修,海月街 真正的白领 全天候客服接线 管家随时陪看房
2室1厅1卫,90平米,高层,整租,南,6500,"银基金湾,越秀,东山,距6号线团一大广场站约174米,越秀南路1号",简装修,越秀南路 银基金湾 电梯高层 拎包入住 业主放租
2室1厅1卫,70平米,低层,整租,东南,5300,"东风广场二期,越秀,东风东,距5号线动物园站约412米,东风东路787号",简装修,东风广场二期 松舒适宜人，方正大气
2室1厅1卫,68平米,中层,整租,南,4000,"东山口大院,越秀,东山,距5号线淘金站约529米,东山口中山一路达道路寺贝通津",精装修,交通便利 配置齐全 安全舒适 视野广环境好 采光足
1室1厅1卫,45平米,高层,整租,东北,4000,"东风广场四期,越秀,东风东,距5号线动物园站约411米,东风东路787号",精装修,东风广场四期 一房一厅 单身男女 大型小区 交通方便 安全
3室2厅1卫,98平米,低层,整租,东南,5500,"梅花路电力设计院宿舍,越秀,杨箕,距5号线动物园站约376米,梅花路65号（锦城花园附近）",精装修,梅花路设计院 98方 电梯三房 家私家电全 近地铁 安静
3室2厅2卫,141平米,高层,整租,东南,8500,"华逸锦轩,越秀,五羊新城,距1号线杨箕站约470米,东泰路28号至32号",精装修,五羊华轩 铁一中傍 近珠江新城 精装三房一厅 领包入住
3室1厅1卫,80平米,高层,整租,南北,3100,"德政中路小区,越秀,农讲所,距1号线农讲所站约381米,德政中路",豪华装修,德政中路三房出租，南北对流
1室0厅1卫,55平米,高层,整租,南,5000,"越秀保利中环广场,越秀,环市东,距5号线淘金站约542米,越秀区建设中马路2号",精装修,建设高尚住宅 保利中环 四周生活交通便利 配套完善
5室2厅3卫,216平米,中层,整租,暂无,15000,"锦城花园,越秀,东风东,距1号线杨箕站约364米,东风东路858号",精装修,锦城南苑豪华5房 小区管理 环境优美 家电齐全
2室2厅1卫,68平米,中层,整租,南,4800,"华逸锦轩,越秀,五羊新城,距1号线杨箕站约470米,东泰路28号至32号",豪华装修,五羊新城华逸锦轩朝南家具家电全齐拎包即住沿线
1室1厅1卫,45平米,中层,整租,南,3300,"颐和雅轩,越秀,小北,距2号线纪念堂站约683米,越秀区应元路洪桂新街1、3、5号",简装修,业主出租 精致一房 齐全家具
2室1厅1卫,47平米,高层,整租,东南,3300,"应元路小区,越秀,小北,距2号线纪念堂站约482米,小北路应元路",简装修,应元路 大华园 低层两房 户型方正 住家装修
3室1厅1卫,78平米,低层,整租,南,6000,"豆腐寮小区,越秀,小北,距2号线纪念堂站约801米,应元路大华街12号",豪华装修,小北路 精装大3房 宜人 环境优雅 有钥匙即看
3室2厅2卫,106平米,高层,整租,南,6500,"东方花苑大厦,越秀,杨箕,距1号线杨箕站约672米,广州大道中355号",简装修,东方花苑座 户型方正 安静望花园 业主诚心出租
2室1厅1卫,68平米,中层,整租,南,2800,"下塘西教育局宿舍,越秀,小北,距5号线小北站约530米,下塘西路",简装修,业主出租 精致二房 2800元 拎包入住
3室2厅2卫,100平米,中层,整租,南,9000,"竹丝岗二马路小区,越秀,东山,距6号线东山口站约460米,竹丝岗二马路",豪华装修,东山龙珠 南向 带主套三房二厅 随时看房 另有车位
3室1厅1卫,81平米,低层,整租,南,4800,"云鹤南街小区,越秀,环市东,距5号线动物园站约417米,环市东路云鹤南街",精装修,云鹤南小区 低层三房一厅 南北对流
2室1厅1卫,50平米,高层,整租,东南,3000,"大沙头路小区,越秀,大沙头,距6号线东湖站约489米,大沙头路（海印广场附近）",精装修,大沙头路两房一厅 南向厅出阳台 精装修 宽敞明亮
2室2厅1卫,95平米,高层,整租,南,6000,"丰景大厦,越秀,五羊新城,距1号线杨箕站约775米,寺右二横路11号",简装修,丰伟大厦 吉屋出租 2室2厅 5500元 可家
3室2厅1卫,100平米,中层,整租,南,7000,"富力东山新天地,越秀,五羊新城,距1号线杨箕站约735米,广州大道与中山一路交汇处",精装修,富力东山新天地 近八一 铁一 杨箕 五羊 近杨箕地铁口站
3室1厅1卫,100平米,低层,整租,东南,5450,"长庚门前街小区,越秀,东山,距1号线烈士陵园站约582米,东华东路长庚门前街",精装修,东川路，中山二路，精装三房一厅，带入户花园，家私齐全地铁1号
3室1厅1卫,82平米,高层,整租,南,4000,"黄华路大院,越秀,环市东,距5号线小北站约581米,越秀区环市东黄华路",简装修,黄华路楼梯楼三房出租 方便入住
2室2厅1卫,100平米,中层,整租,北,5000,"小北路小区,越秀,小北,距5号线小北站约796米,越秀区小北路",精装修,房子位置优越 交通生活便捷 本人有锁匙看房方便 邻近育才幼儿
3室2厅2卫,110平米,高层,整租,东北,6900,"麓湖御景,越秀,淘金,距5号线淘金站约573米,麓湖路麓苑路39号",简装修,诚信房源 本人有钥匙看房 高級住宅 品质享受 可租外国朋友
3室2厅1卫,107平米,中层,整租,南,6500,"五羊华轩,越秀,五羊新城,距1号线杨箕站约408米,越秀区五羊新城东泰路36和38号",简装修,五羊华轩 电梯三房 中层 安静 精装修 干净舒适
3室2厅1卫,130平米,高层,整租,北,8500,"新裕大厦,越秀,东山,距5号线区庄站约449米,越秀区农林下路81号1",精装修,新裕大厦电梯三房 家私电器齐全 全明屋
3室2厅2卫,118平米,高层,整租,东南,7500,"富力东山新天地,越秀,五羊新城,距1号线杨箕站约735米,广州大道与中山一路交汇处",精装修,眞实 厅出阳台 精装三房 全新家私电 豪华装修 主急租
6室2厅3卫,180平米,中层,整租,南,22000,"恤孤院路小区,越秀,东山,距1号线东山口站约585米,恤孤院路（近培正一横路）",精装修,恤孤院路 整栋三层别墅出租 可 可做民俗 实图
2室1厅1卫,58平米,高层,整租,西南,4000,"福今路小区,越秀,东风东,距1号线杨箕站约671米,东风东路福今路",精装修,福今路 近育才 东风东路 陪读 安静温馨
1室0厅1卫,25平米,低层,整租,南北,1700,"建设六马路小区,越秀,建设路,距5号线淘金站约323米,东风东建设六马路",精装修,淘金站 精装一房 花园酒店后面 家电家私齐全
2室1厅1卫,68平米,中层,整租,南,3500,"共和村小区,越秀,共和路,距1号线杨箕站约563米,中山一路共和村",精装修,楼下站 全新装修 全新家私家电 南北对流
2室2厅1卫,90平米,中层,整租,南,8200,"富力东山新天地,越秀,五羊新城,距1号线杨箕站约735米,广州大道与中山一路交汇处",豪华装修,富力新天地 豪装两房 安静舒适 高层望夜景 随时可看房
1室1厅1卫,35平米,中层,整租,南,2800,"越秀解放北路小区,越秀,解放北,距2号线越秀公园站约146米,越秀区解放北路",精装修,解放北路中层精装一房一厅
4室2厅2卫,175平米,中层,整租,南,18000,"岭南会,越秀,二沙岛,二沙岛十一区晴波路15号至25号",精装修,二沙岛岭南会 精致装修，采光通风好，环境幽静舒适。
1室1厅1卫,45平米,中层,整租,东南,3500,"五羊华轩,越秀,五羊新城,距1号线杨箕站约408米,越秀区五羊新城东泰路36和38号",豪华装修,眞实五羊华轩电梯精装一房家私电齐全封闭性小区 ！
2室1厅1卫,70平米,中层,整租,南,4200,"东华西路小区,越秀,东川路,距1号线烈士陵园站约632米,东华西路",精装修,中华广场旁 精装两房 家私家电齐全 通风采光好 拎包入住
2室1厅1卫,55平米,高层,整租,南北,2800,"拥翠小区,越秀,建设路,距5号线淘金站约696米,建设大马路17号",精装修,保利中环广场拥翠小区东西向二房一厅精装修实拍图家私电齐有匙看
2室2厅1卫,85平米,低层,整租,东北,4800,"华侨乐园,越秀,淘金,距5号线淘金站约753米,淘金北路正平南街5号",简装修,华侨乐园 家电齐全  成熟小区
4室2厅2卫,160平米,中层,整租,南北,15500,"骏文雅苑,越秀,北京路,距1号线农讲所站约475米,文明路119、121、123号",豪华装修,骏文雅苑 采光通风一流 中山四路 仓边路 农讲所 省图书馆 文德路
3室2厅1卫,80平米,中层,整租,南北,5000,"福今路小区,越秀,东风东,距1号线杨箕站约671米,东风东路福今路",精装修,福今路 精装三房 配套齐全 带双阳台 近杨箕地铁 拎包住
1室1厅1卫,30平米,低层,整租,东南,1700,"钱路头大院,越秀,农讲所,距1号线农讲所站约544米,中山三路钱路头",简装修,钱路头 1房1厅 住家装修 低价出租
1室1厅1卫,40平米,高层,整租,南北,2300,"建设大马路小区,越秀,建设路,距5号线淘金站约693米,东风东建设大马路",精装修,拥翠小区 西八街 三天必租 环境一流 南北通透
3室2厅1卫,105平米,中层,整租,北,7000,"康丽居,越秀,北京路,距6号线团一大广场站约414米,德政中路丽水坊19-45号",精装修,康丽居，清水濠校区旁电梯三房，小区安静，高层望中山图书馆
3室2厅1卫,100平米,中层,整租,东南,4800,"中山六路小区,越秀,西门口,距1号线西门口站约243米,中山六路玛瑙巷",精装修,中山六路 海珠北路 纸行路 中层3房 家私电器齐全
1室1厅1卫,40平米,低层,整租,东南,2800,"五羊新城广场,越秀,五羊新城,距5号线五羊邨站约168米,寺右新马路111至115号",精装修,五羊新城 正规一房一厅 全新家私家电 拎包入住
2室2厅1卫,82平米,中层,整租,暂无,4800,"东悦居,越秀,五羊新城,距5号线五羊邨站约134米,寺右北二街16号至28号",精装修,东悦居 近地铁 精装修入住不再等待 安静不吵 出入及其方便
1室1厅1卫,30平米,中层,整租,东南,2100,"太华坊,越秀,小北,距1号线农讲所站约797米,小北路太华坊",精装修,太华坊正规的一房一厅，给你一个房大厅大的家，速度吧
2室1厅1卫,60平米,中层,整租,南,3500,"六榕路小区,越秀,解放北,距1号线公园前站约463米,越秀区六榕路",精装修,公园前 中山六路小区 精装中层两房 采光通风 陶街电器 西门口
3室2厅1卫,120平米,高层,整租,东北,5800,"金羊花园,越秀,杨箕,距1号线杨箕站约178米,越秀中山一路49号",简装修,金羊花园 三房 家私电器齐全 近地铁 生活方便
2室1厅1卫,60平米,中层,整租,南北,3000,"大华园,越秀,小北,距2号线纪念堂站约696米,广州市越秀应元路45号",精装修,大华园 精装二房 交通便利 家私家电齐全
2室1厅1卫,65平米,低层,整租,东南,3500,"执信南路小区,越秀,东山,距6号线东山口站约621米,越秀区执信南路",精装修,东山口中山医 十六中 执信周边执信南路2房1厅 即约即看
